timestamp,symbol,pnl,total_pnl,total_volume,trade_count,avg_trade_size
2025-08-21T11:15:04.512652,TSLA,138389.37999999998,-505306.3800000001,1560533.06,21,74311.09809523809
2025-08-21T11:15:04.512652,MSFT,-474629.2100000001,-505306.3800000001,1560533.06,21,74311.09809523809
2025-08-21T11:15:04.512652,GOOG,-36814.18000000001,-505306.3800000001,1560533.06,21,74311.09809523809
2025-08-21T11:15:04.512652,AAPL,-132252.37,-505306.3800000001,1560533.06,21,74311.09809523809
2025-08-21T11:15:54.776477,TSLA,-73793.54000000001,-45592.64000000001,101994.44,3,33998.14666666667
2025-08-21T11:15:54.776477,MSFT,28200.9,-45592.64000000001,101994.44,3,33998.14666666667
2025-08-21T11:15:55.229636,TSLA,38776.99,66977.89,362152.05,6,60358.674999999996
2025-08-21T11:15:55.229636,MSFT,28200.9,66977.89,362152.05,6,60358.674999999996
2025-08-21T11:16:00.942068,TSLA,225141.06,216110.04,642149.84,9,71349.98222222221
2025-08-21T11:16:00.942068,MSFT,-9031.019999999997,216110.04,642149.84,9,71349.98222222221
2025-08-21T11:16:03.932557,TSLA,123725.13,65895.39000000001,792364.49,12,66030.37416666666
2025-08-21T11:16:03.932557,MSFT,-9031.019999999997,65895.39000000001,792364.49,12,66030.37416666666
2025-08-21T11:16:03.932557,GOOG,-48798.719999999994,65895.39000000001,792364.49,12,66030.37416666666
2025-08-21T11:16:06.933543,TSLA,123725.13,283747.49,1010216.59,15,67347.77266666667
2025-08-21T11:16:06.933543,MSFT,48305.08,283747.49,1010216.59,15,67347.77266666667
2025-08-21T11:16:06.933543,GOOG,93144.48000000001,283747.49,1010216.59,15,67347.77266666667
2025-08-21T11:16:06.933543,AAPL,18572.8,283747.49,1010216.59,15,67347.77266666667
2025-08-21T11:16:09.933970,TSLA,123725.13,205983.90000000002,1148944.16,18,63830.231111111105
2025-08-21T11:16:09.933970,MSFT,21340.970000000005,205983.90000000002,1148944.16,18,63830.231111111105
2025-08-21T11:16:09.933970,GOOG,42345.000000000015,205983.90000000002,1148944.16,18,63830.231111111105
2025-08-21T11:16:09.933970,AAPL,18572.8,205983.90000000002,1148944.16,18,63830.231111111105
2025-08-21T11:16:12.941051,TSLA,123725.13,-2894.1900000000023,1372735.25,21,65368.34523809524
2025-08-21T11:16:12.941051,MSFT,-16108.719999999998,-2894.1900000000023,1372735.25,21,65368.34523809524
2025-08-21T11:16:12.941051,GOOG,-129083.40000000001,-2894.1900000000023,1372735.25,21,65368.34523809524
2025-08-21T11:16:12.941051,AAPL,18572.8,-2894.1900000000023,1372735.25,21,65368.34523809524
2025-08-21T11:16:15.942801,TSLA,68928.29000000001,32749.00999999999,1617736.2100000002,24,67405.67541666668
2025-08-21T11:16:15.942801,MSFT,74331.31999999999,32749.00999999999,1617736.2100000002,24,67405.67541666668
2025-08-21T11:16:15.942801,GOOG,-129083.40000000001,32749.00999999999,1617736.2100000002,24,67405.67541666668
2025-08-21T11:16:15.942801,AAPL,18572.8,32749.00999999999,1617736.2100000002,24,67405.67541666668
2025-08-21T11:16:18.942863,TSLA,68928.29000000001,-153245.49000000002,1803730.7100000002,27,66804.84111111112
